Home,Away,Outcome,Odd_1,Odd_X,Odd_2,anno
Lazio,Roma,X,2.51,3.31,2.82,2017
Juventus,Sampdoria,1,1.29,5.23,12.0,2017
Milan,Napoli,X,4.23,3.54,1.87,2017
Bologna,Verona,1,1.58,3.84,6.19,2017
Sassuolo,Benevento,X,1.65,3.95,5.11,2017
Fiorentina,Spal,X,1.47,4.15,7.5,2017
Atalanta,Inter,X,2.56,3.24,2.79,2017
Chievo,Torino,X,3.46,3.31,2.16,2017
Genoa,Crotone,1,1.83,3.24,4.91,2017
Cagliari,Udinese,1,2.37,3.1,3.22,2017
Milan,Sassuolo,X,1.44,4.32,7.44,2017
Udinese,Lazio,2,5.2,3.89,1.65,2017
Crotone,Bologna,1,2.39,3.14,3.2,2017
Napoli,Chievo,1,1.14,8.0,19.88,2017
Verona,Cagliari,1,3.03,3.24,2.4,2017
Torino,Inter,1,4.05,3.63,1.91,2017
Sampdoria,Genoa,X,2.45,3.19,3.0,2017
Roma,Fiorentina,2,1.83,3.53,4.48,2017
Spal,Atalanta,X,4.64,3.57,1.79,2017
Benevento,Juventus,2,12.25,5.15,1.29,2017
Milan,Inter,X,2.75,3.14,2.69,2017
Chievo,Sassuolo,X,2.98,2.94,2.64,2017
Torino,Crotone,1,1.56,3.93,6.29,2017
Benevento,Verona,1,1.8,3.81,4.23,2017
Atalanta,Sampdoria,2,1.36,4.85,8.88,2017
Genoa,Cagliari,1,1.82,3.28,4.98,2017
Udinese,Fiorentina,2,3.36,3.26,2.18,2017
Juventus,Milan,1,1.63,3.6,6.19,2017
Chievo,Sampdoria,1,2.27,3.25,3.27,2017
Sassuolo,Napoli,X,8.06,4.51,1.41,2017
Atalanta,Udinese,1,1.42,4.38,8.19,2017
Cagliari,Torino,2,3.04,3.29,2.38,2017
Fiorentina,Crotone,1,1.51,4.1,6.81,2017
Genoa,Spal,X,1.86,3.22,4.81,2017
Inter,Verona,1,1.14,8.13,17.63,2017
Lazio,Benevento,1,1.22,6.38,13.0,2017
Bologna,Roma,X,6.13,4.25,1.54,2017
Lazio,Bologna,X,1.32,5.25,10.0,2017
Napoli,Genoa,1,1.21,6.13,16.25,2017
Benevento,Cagliari,2,2.26,3.35,3.24,2017
Milan,Chievo,1,1.38,4.6,9.56,2017
Crotone,Roma,2,6.14,4.09,1.56,2017
Torino,Fiorentina,2,2.56,3.25,2.84,2017
Verona,Atalanta,2,8.94,4.68,1.38,2017
Sampdoria,Inter,2,3.89,3.56,1.94,2017
Spal,Juventus,X,11.88,4.83,1.32,2017
Udinese,Sassuolo,2,2.14,3.22,3.61,2017
Juventus,Atalanta,1,1.4,4.27,9.69,2017
Inter,Napoli,X,3.88,3.46,1.98,2017
Genoa,Milan,2,3.36,3.07,2.32,2017
Bologna,Atalanta,2,4.4,3.45,1.87,2017
Cagliari,Lazio,X,6.14,4.16,1.53,2017
Crotone,Sampdoria,1,2.8,3.2,2.61,2017
Juventus,Udinese,1,1.23,5.84,14.96,2017
Sassuolo,Spal,X,2.03,3.26,3.95,2017
Fiorentina,Benevento,1,1.37,4.79,8.52,2017
Verona,Chievo,1,3.76,3.28,2.1,2017
Roma,Torino,1,1.57,4.29,5.69,2017
Napoli,Roma,2,1.59,3.93,6.01,2017
Lazio,Juventus,2,3.23,3.14,2.34,2017
Spal,Bologna,1,2.43,3.1,3.13,2017
Cagliari,Napoli,2,11.72,5.34,1.28,2017
Roma,Milan,2,2.01,3.39,3.81,2017
Fiorentina,Chievo,1,1.45,4.21,7.75,2017
Sampdoria,Udinese,1,1.99,3.4,3.86,2017
Sassuolo,Lazio,2,4.33,3.65,1.81,2017
Verona,Torino,1,5.82,3.98,1.6,2017
Crotone,Spal,2,2.27,3.08,3.5,2017
Inter,Benevento,1,1.24,5.98,12.46,2017
Bologna,Genoa,1,2.9,2.89,2.74,2017
Lazio,Verona,1,1.18,7.35,14.38,2017
Milan,Sampdoria,1,1.62,3.95,5.45,2017
Atalanta,Fiorentina,X,2.34,3.25,3.16,2017
Benevento,Crotone,1,2.39,3.18,3.1,2017
Bologna,Sassuolo,1,2.63,3.08,2.87,2017
Napoli,Spal,1,1.13,8.25,21.2,2017
Torino,Juventus,2,4.96,3.5,1.77,2017
Genoa,Inter,1,3.32,3.09,2.35,2017
Chievo,Cagliari,1,2.19,3.09,3.67,2017
Udinese,Roma,2,4.63,3.63,1.78,2017
Roma,Benevento,1,1.17,7.7,16.26,2017
Chievo,Genoa,2,2.98,3.01,2.61,2017
Inter,Bologna,1,1.5,4.13,7.06,2017
Sampdoria,Verona,1,1.46,4.5,6.86,2017
Torino,Udinese,1,1.76,3.65,4.83,2017
Sassuolo,Cagliari,X,1.99,3.35,3.94,2017
Napoli,Lazio,1,1.79,3.58,4.78,2017
Crotone,Atalanta,X,4.47,3.47,1.85,2017
Spal,Milan,2,4.48,3.49,1.83,2017
Fiorentina,Juventus,2,4.84,3.36,1.83,2017
Lazio,Genoa,2,1.47,4.15,7.83,2017
Benevento,Napoli,2,16.8,7.46,1.16,2017
Atalanta,Chievo,1,1.43,4.5,7.86,2017
Bologna,Fiorentina,2,3.23,3.25,2.3,2017
Cagliari,Spal,1,2.07,3.28,3.81,2017
Juventus,Sassuolo,1,1.22,6.06,15.1,2017
Udinese,Milan,X,3.46,3.24,2.21,2017
Verona,Roma,2,8.74,4.98,1.36,2017
Inter,Crotone,X,1.27,5.37,12.7,2017
Sampdoria,Torino,X,2.32,3.43,3.03,2017
Roma,Sampdoria,2,1.37,4.94,8.37,2017
Milan,Lazio,1,2.45,3.3,2.92,2017
Crotone,Cagliari,X,2.57,2.99,3.02,2017
Fiorentina,Verona,2,1.25,5.83,12.5,2017
Genoa,Udinese,2,2.27,3.06,3.47,2017
Napoli,Bologna,1,1.18,7.05,15.14,2017
Torino,Benevento,1,1.4,4.7,7.7,2017
Spal,Inter,X,5.71,3.94,1.6,2017
Chievo,Juventus,2,9.99,4.73,1.35,2017
Sassuolo,Atalanta,2,3.01,3.2,2.44,2017
Sampdoria,Roma,X,3.82,3.63,1.93,2017
Lazio,Udinese,1,1.53,4.15,6.28,2017
Juventus,Genoa,1,1.21,5.98,17.0,2017
Inter,Roma,X,2.42,3.39,2.89,2017
Cagliari,Milan,2,3.99,3.43,1.96,2017
Bologna,Benevento,1,1.7,3.57,5.36,2017
Lazio,Chievo,1,1.29,5.61,10.2,2017
Sampdoria,Fiorentina,1,3.05,3.33,2.35,2017
Sassuolo,Torino,X,2.54,3.22,2.86,2017
Udinese,Spal,X,1.81,3.52,4.53,2017
Verona,Crotone,2,2.33,3.1,3.32,2017
Atalanta,Napoli,2,3.75,3.37,2.05,2017
Cagliari,Juventus,2,10.18,4.99,1.33,2017
Roma,Atalanta,2,1.88,3.51,4.24,2017
Milan,Crotone,1,1.26,5.69,12.42,2017
Benevento,Sampdoria,1,3.73,3.42,2.03,2017
Genoa,Sassuolo,1,2.29,3.09,3.41,2017
Napoli,Verona,1,1.09,10.25,24.2,2017
Spal,Lazio,2,5.9,3.82,1.61,2017
Torino,Bologna,1,1.98,3.42,3.96,2017
Fiorentina,Inter,X,2.53,3.26,2.84,2017
Chievo,Udinese,X,3.12,3.09,2.44,2017
Verona,Juventus,2,15.6,6.37,1.2,2017
Inter,Lazio,X,2.27,3.46,3.1,2017
Roma,Sassuolo,X,1.27,5.74,10.58,2017
Atalanta,Cagliari,2,1.42,4.49,7.99,2017
Benevento,Chievo,1,2.97,3.3,2.4,2017
Bologna,Udinese,2,2.48,3.08,3.07,2017
Sampdoria,Spal,1,1.81,3.51,4.57,2017
Torino,Genoa,X,2.35,3.13,3.26,2017
Fiorentina,Milan,X,2.33,3.27,3.13,2017
Crotone,Napoli,2,15.75,6.42,1.2,2017
Juventus,Roma,1,1.72,3.66,5.12,2017
Milan,Atalanta,2,2.53,3.27,2.87,2017
Genoa,Benevento,1,1.45,4.25,7.76,2017
Napoli,Sampdoria,1,1.2,6.68,13.94,2017
Sassuolo,Inter,1,4.96,3.72,1.72,2017
Spal,Torino,X,3.16,3.26,2.33,2017
Udinese,Verona,1,1.7,3.75,5.08,2017
Lazio,Crotone,1,1.24,6.15,11.8,2017
Cagliari,Fiorentina,2,3.1,3.26,2.38,2017
Chievo,Bologna,2,2.58,3.06,2.94,2017
Atalanta,Lazio,X,2.24,3.33,3.25,2017
Benevento,Spal,2,2.66,3.18,2.73,2017
Bologna,Juventus,2,7.6,4.29,1.45,2017
Crotone,Chievo,1,2.95,3.02,2.59,2017
Fiorentina,Genoa,X,1.73,3.56,5.1,2017
Sampdoria,Sassuolo,2,1.89,3.59,4.07,2017
Verona,Milan,1,5.77,4.34,1.54,2017
Roma,Cagliari,1,1.22,6.43,12.75,2017
Torino,Napoli,2,5.09,3.85,1.67,2017
Inter,Udinese,2,1.33,5.13,9.35,2017
Genoa,Atalanta,2,3.17,3.28,2.31,2017
Lazio,Torino,2,1.51,4.4,6.32,2017
Milan,Bologna,1,1.52,4.03,6.84,2017
Sassuolo,Crotone,1,1.71,3.58,5.26,2017
Napoli,Fiorentina,X,1.42,4.77,7.18,2017
Spal,Verona,X,2.08,3.31,3.69,2017
Udinese,Benevento,1,1.48,4.32,6.88,2017
Chievo,Roma,X,5.85,3.99,1.59,2017
Juventus,Inter,X,1.86,3.43,4.49,2017
Cagliari,Sampdoria,X,2.46,3.38,2.87,2017
Verona,Genoa,2,3.36,3.36,2.17,2017
Crotone,Udinese,2,3.26,3.07,2.37,2017
Sampdoria,Lazio,2,3.58,3.72,1.98,2017
Bologna,Cagliari,X,2.1,3.25,3.72,2017
Fiorentina,Sassuolo,1,1.56,4.17,5.85,2017
Inter,Chievo,1,1.4,4.64,8.17,2017
Benevento,Milan,X,8.91,5.18,1.33,2017
Torino,Atalanta,X,2.58,3.39,2.7,2017
Napoli,Juventus,2,2.11,3.18,3.76,2017
Roma,Spal,1,1.23,6.22,12.0,2017
Atalanta,Benevento,1,1.22,6.15,14.42,2017
Juventus,Crotone,1,1.13,8.02,21.7,2017
Lazio,Fiorentina,X,1.67,3.93,5.0,2017
Milan,Torino,X,1.74,3.78,4.63,2017
Genoa,Roma,X,5.15,3.81,1.68,2017
Udinese,Napoli,2,10.12,5.18,1.31,2017
Cagliari,Inter,2,4.99,3.92,1.67,2017
Chievo,Spal,1,1.78,3.48,4.93,2017
Sassuolo,Verona,2,1.65,3.9,5.27,2017
Bologna,Sampdoria,1,2.43,3.29,2.96,2017
Verona,Bologna,2,3.27,3.18,2.31,2017
Inter,Atalanta,1,1.82,3.52,4.56,2017
Benevento,Sassuolo,2,3.3,3.38,2.21,2017
Sampdoria,Juventus,1,6.21,3.93,1.57,2017
Spal,Fiorentina,X,4.03,3.52,1.93,2017
Torino,Chievo,X,1.78,3.7,4.6,2017
Udinese,Cagliari,2,1.98,3.49,3.83,2017
Crotone,Genoa,2,3.21,3.17,2.33,2017
Napoli,Milan,1,1.45,4.67,6.82,2017
Roma,Lazio,1,2.18,3.44,3.32,2017
Sassuolo,Milan,2,4.13,3.6,1.87,2017
Atalanta,Spal,X,1.34,4.94,9.39,2017
Cagliari,Verona,1,1.81,3.57,4.54,2017
Chievo,Napoli,X,7.45,4.68,1.41,2017
Fiorentina,Roma,2,3.22,3.57,2.17,2017
Juventus,Benevento,1,1.05,14.3,35.0,2017
Inter,Torino,X,1.56,4.24,5.68,2017
Genoa,Sampdoria,2,2.48,3.24,2.9,2017
Bologna,Crotone,2,1.77,3.37,5.21,2017
Verona,Inter,2,8.43,5.16,1.35,2017
Torino,Cagliari,1,1.54,4.32,5.78,2017
Crotone,Fiorentina,1,5.34,3.83,1.65,2017
Napoli,Sassuolo,1,1.14,8.8,15.78,2017
Sampdoria,Chievo,1,2.1,3.39,3.57,2017
Spal,Genoa,1,3.03,3.06,2.52,2017
Udinese,Atalanta,1,3.81,3.34,2.04,2017
Benevento,Lazio,2,10.4,5.55,1.29,2017
Roma,Bologna,1,1.32,5.43,9.37,2017
Milan,Juventus,2,4.15,3.56,1.89,2017
Roma,Crotone,1,1.16,7.55,16.4,2017
Bologna,Lazio,2,4.94,3.66,1.73,2017
Cagliari,Benevento,1,1.65,3.84,5.4,2017
Chievo,Milan,2,3.41,3.3,2.2,2017
Fiorentina,Torino,1,1.73,3.94,4.56,2017
Genoa,Napoli,2,8.45,4.79,1.37,2017
Juventus,Spal,1,1.11,9.44,22.0,2017
Sassuolo,Udinese,2,1.93,3.47,4.09,2017
Atalanta,Verona,1,1.32,5.19,9.98,2017
Inter,Sampdoria,1,1.43,4.63,7.3,2017
Lazio,Cagliari,1,1.24,6.3,11.18,2017
Udinese,Juventus,2,9.05,4.55,1.38,2017
Milan,Genoa,X,1.58,3.97,5.91,2017
Atalanta,Bologna,1,1.59,3.84,6.16,2017
Benevento,Fiorentina,2,6.18,4.22,1.53,2017
Spal,Sassuolo,2,2.93,3.26,2.46,2017
Torino,Roma,2,3.55,3.75,1.97,2017
Chievo,Verona,1,2.01,3.32,3.89,2017
Napoli,Inter,X,1.47,4.61,6.31,2017
Sampdoria,Crotone,1,1.53,4.07,6.52,2017
Verona,Benevento,1,1.88,3.53,4.29,2017
Inter,Milan,1,2.16,3.33,3.5,2017
Bologna,Spal,1,1.95,3.21,4.28,2017
Cagliari,Genoa,2,2.41,3.12,3.18,2017
Crotone,Torino,X,3.4,3.31,2.2,2017
Sampdoria,Atalanta,1,3.27,3.31,2.25,2017
Sassuolo,Chievo,X,2.22,3.24,3.44,2017
Fiorentina,Udinese,1,1.63,3.84,5.57,2017
Roma,Napoli,2,3.24,3.57,2.16,2017
Juventus,Lazio,2,1.58,4.03,5.93,2017
Atalanta,Juventus,X,4.84,3.44,1.8,2017
Milan,Roma,2,2.44,3.53,2.8,2017
Benevento,Inter,2,10.82,5.87,1.26,2017
Chievo,Fiorentina,1,2.91,3.21,2.51,2017
Lazio,Sassuolo,1,1.5,4.31,6.61,2017
Spal,Crotone,X,1.91,3.36,4.36,2017
Torino,Verona,X,1.29,5.6,10.04,2017
Napoli,Cagliari,1,1.12,9.16,20.6,2017
Genoa,Bologna,2,2.21,3.21,3.5,2017
Udinese,Sampdoria,1,2.51,3.25,2.92,2017
Fiorentina,Atalanta,X,2.25,3.39,3.22,2017
Sassuolo,Bologna,2,2.05,3.31,3.84,2017
Cagliari,Chievo,2,2.24,3.26,3.35,2017
Crotone,Benevento,1,2.01,3.31,4.04,2017
Inter,Genoa,1,1.32,5.21,9.4,2017
Verona,Lazio,2,5.84,4.2,1.56,2017
Sampdoria,Milan,1,3.68,3.63,2.0,2017
Juventus,Torino,1,1.37,4.91,8.24,2017
Spal,Napoli,2,13.87,6.63,1.21,2017
Roma,Udinese,1,1.23,6.28,12.76,2017
Milan,Spal,1,1.24,6.02,12.3,2017
Atalanta,Crotone,1,1.36,4.7,9.6,2017
Cagliari,Sassuolo,2,2.17,3.4,3.37,2017
Genoa,Chievo,X,2.2,3.23,3.48,2017
Juventus,Fiorentina,1,1.38,4.73,8.88,2017
Lazio,Napoli,2,3.42,3.56,2.09,2017
Udinese,Torino,2,3.14,3.48,2.24,2017
Verona,Sampdoria,X,3.56,3.38,2.11,2017
Benevento,Roma,2,9.89,5.5,1.3,2017
Bologna,Inter,X,5.7,3.94,1.61,2017
Genoa,Lazio,2,3.98,3.54,1.94,2017
Chievo,Atalanta,X,2.96,3.2,2.5,2017
Milan,Udinese,1,1.36,4.92,8.65,2017
Napoli,Benevento,1,1.1,10.21,22.8,2017
Spal,Cagliari,2,2.43,3.29,2.98,2017
Torino,Sampdoria,X,1.7,3.96,4.75,2017
Sassuolo,Juventus,2,7.7,4.24,1.46,2017
Roma,Verona,1,1.19,6.93,14.54,2017
Fiorentina,Bologna,1,1.52,4.18,6.42,2017
Crotone,Inter,2,8.17,4.71,1.39,2017
Bologna,Napoli,2,8.78,4.91,1.36,2017
Benevento,Torino,2,3.92,3.69,1.91,2017
Lazio,Milan,1,2.3,3.44,3.05,2017
Atalanta,Sassuolo,1,1.63,3.88,5.69,2017
Cagliari,Crotone,1,1.63,3.88,5.68,2017
Udinese,Genoa,1,2.45,3.13,3.11,2017
Verona,Fiorentina,2,3.71,3.42,2.05,2017
Inter,Spal,1,1.21,6.66,13.64,2017
Juventus,Chievo,1,1.23,5.86,13.4,2017
Milan,Cagliari,1,1.29,5.57,10.15,2017
Chievo,Lazio,2,3.95,3.39,1.99,2017
Crotone,Verona,X,2.75,3.14,2.71,2017
Fiorentina,Sampdoria,2,1.66,3.99,5.03,2017
Napoli,Atalanta,1,1.35,5.02,8.96,2017
Spal,Udinese,1,2.46,3.21,2.99,2017
Torino,Sassuolo,1,1.66,3.93,5.16,2017
Roma,Inter,2,2.19,3.49,3.21,2017
Benevento,Bologna,2,2.65,3.13,2.8,2017
Genoa,Juventus,2,8.32,4.39,1.42,2017
Bologna,Torino,X,3.22,3.3,2.28,2017
Crotone,Milan,2,7.18,4.17,1.49,2017
Inter,Fiorentina,1,1.51,4.27,6.53,2017
Lazio,Spal,X,1.26,5.79,11.5,2017
Sampdoria,Benevento,1,1.62,3.82,5.8,2017
Sassuolo,Genoa,X,1.91,3.51,4.15,2017
Udinese,Chievo,2,2.02,3.28,3.99,2017
Atalanta,Roma,2,2.87,3.42,2.46,2017
Verona,Napoli,2,7.93,4.71,1.4,2017
Juventus,Cagliari,1,1.13,8.2,21.2,2017
Crotone,Lazio,1,2.63,3.74,2.47,2016
Fiorentina,Pescara,X,1.2,7.28,12.3,2016
Inter,Udinese,1,1.37,5.12,7.63,2016
Palermo,Empoli,1,5.73,4.32,1.54,2016
Torino,Sassuolo,1,1.79,4.02,3.95,2016
Roma,Genoa,1,1.05,13.1,35.8,2016
Sampdoria,Napoli,2,11.11,6.51,1.24,2016
Cagliari,Milan,1,3.51,3.92,1.95,2016
Atalanta,Chievo,1,1.3,5.78,8.7,2016
Bologna,Juventus,2,4.98,4.02,1.64,2016
Pescara,Palermo,1,1.86,3.91,3.81,2016
Lazio,Inter,2,1.63,4.41,4.54,2016
Milan,Bologna,1,1.28,5.54,10.9,2016
Empoli,Atalanta,2,2.74,3.28,2.61,2016
Genoa,Torino,1,2.15,3.23,3.53,2016
Juventus,Crotone,1,1.1,9.21,27.0,2016
Sassuolo,Cagliari,1,1.74,3.99,4.34,2016
Udinese,Sampdoria,X,2.01,3.48,3.69,2016
Napoli,Fiorentina,1,1.2,7.33,12.18,2016
Chievo,Roma,2,13.8,7.14,1.19,2016
Roma,Juventus,1,2.4,3.4,2.98,2016
Bologna,Pescara,1,1.68,3.94,5.0,2016
Cagliari,Empoli,1,2.55,3.43,2.72,2016
Crotone,Udinese,1,1.81,3.68,4.31,2016
Palermo,Genoa,1,3.72,3.29,2.1,2016
Sampdoria,Chievo,X,1.77,3.7,4.58,2016
Torino,Napoli,2,6.17,4.82,1.47,2016
Inter,Sassuolo,2,1.35,5.33,7.91,2016
Atalanta,Milan,X,2.04,3.41,3.71,2016
Fiorentina,Lazio,1,1.73,4.21,4.24,2016
Milan,Roma,2,3.13,3.66,2.2,2016
Chievo,Palermo,X,1.76,3.76,4.64,2016
Empoli,Bologna,1,2.0,3.29,4.0,2016
Genoa,Inter,1,3.94,3.75,1.89,2016
Lazio,Sampdoria,1,1.27,6.12,9.97,2016
Pescara,Crotone,2,4.13,3.81,1.83,2016
Sassuolo,Fiorentina,X,3.34,3.73,2.08,2016
Udinese,Atalanta,X,3.4,3.36,2.18,2016
Juventus,Torino,X,1.45,4.63,6.97,2016
Napoli,Cagliari,1,1.1,10.07,22.4,2016
Inter,Napoli,2,3.11,3.71,2.19,2016
Bologna,Udinese,1,2.44,3.2,3.03,2016
Cagliari,Pescara,1,1.5,4.62,5.99,2016
Crotone,Milan,X,4.34,3.76,1.8,2016
Empoli,Sassuolo,2,2.04,3.43,3.69,2016
Genoa,Chievo,2,1.6,4.04,5.62,2016
Palermo,Fiorentina,1,6.68,4.58,1.47,2016
Roma,Lazio,2,1.98,3.68,3.72,2016
Torino,Sampdoria,X,1.52,4.57,5.77,2016
Atalanta,Juventus,X,4.62,3.42,1.84,2016
Pescara,Roma,2,12.7,7.06,1.2,2016
Juventus,Genoa,1,1.17,7.02,17.0,2016
Milan,Empoli,2,1.37,4.88,8.67,2016
Chievo,Torino,2,3.27,3.59,2.14,2016
Lazio,Palermo,1,1.16,7.76,17.38,2016
Sampdoria,Crotone,2,1.92,3.46,4.13,2016
Udinese,Cagliari,1,1.75,3.72,4.74,2016
Sassuolo,Napoli,X,8.42,4.9,1.38,2016
Fiorentina,Inter,1,2.7,3.47,2.55,2016
Atalanta,Bologna,1,1.35,4.99,9.13,2016
Napoli,Udinese,1,1.21,6.67,14.4,2016
Sassuolo,Sampdoria,1,2.25,3.48,3.13,2016
Roma,Atalanta,X,1.45,4.52,7.07,2016
Cagliari,Chievo,1,2.07,3.45,3.64,2016
Fiorentina,Empoli,2,1.36,4.96,8.69,2016
Genoa,Lazio,X,5.43,4.11,1.61,2016
Palermo,Bologna,X,2.75,3.21,2.67,2016
Pescara,Juventus,2,12.4,6.22,1.24,2016
Torino,Crotone,X,1.55,4.26,5.91,2016
Inter,Milan,X,2.09,3.56,3.49,2016
Lazio,Napoli,2,2.89,3.49,2.41,2016
Milan,Palermo,1,1.24,5.97,11.94,2016
Bologna,Roma,2,7.48,4.58,1.43,2016
Cagliari,Torino,2,3.02,3.62,2.27,2016
Crotone,Inter,1,7.6,4.66,1.42,2016
Udinese,Genoa,1,1.92,3.42,4.21,2016
Sampdoria,Fiorentina,X,3.27,3.4,2.21,2016
Juventus,Chievo,1,1.2,6.46,15.1,2016
Atalanta,Sassuolo,X,1.47,4.43,6.95,2016
Empoli,Pescara,X,1.91,3.71,3.85,2016
Inter,Sampdoria,2,1.31,5.59,9.35,2016
Napoli,Juventus,X,2.67,3.16,2.79,2016
Chievo,Crotone,2,1.79,3.5,4.95,2016
Fiorentina,Bologna,1,1.51,4.25,6.69,2016
Genoa,Atalanta,2,3.78,3.46,2.0,2016
Palermo,Cagliari,2,2.49,3.25,2.96,2016
Pescara,Milan,X,5.66,4.4,1.55,2016
Torino,Udinese,X,1.76,3.73,4.75,2016
Roma,Empoli,1,1.18,7.4,17.08,2016
Sassuolo,Lazio,2,4.62,3.97,1.73,2016
Roma,Sassuolo,1,1.28,6.08,10.25,2016
Udinese,Palermo,1,1.57,4.01,6.21,2016
Atalanta,Pescara,1,1.26,6.16,11.0,2016
Bologna,Chievo,1,2.23,3.19,3.49,2016
Cagliari,Lazio,X,6.21,4.28,1.53,2016
Crotone,Fiorentina,2,4.61,3.6,1.81,2016
Sampdoria,Juventus,2,7.06,4.21,1.49,2016
Empoli,Napoli,2,9.06,4.98,1.36,2016
Milan,Genoa,1,1.63,3.93,5.69,2016
Torino,Inter,X,3.96,3.79,1.87,2016
Lazio,Torino,1,1.51,4.44,6.31,2016
Palermo,Roma,2,8.16,4.84,1.38,2016
Chievo,Empoli,1,1.99,3.24,4.21,2016
Fiorentina,Cagliari,1,1.4,4.76,7.99,2016
Inter,Atalanta,1,1.84,3.56,4.42,2016
Napoli,Crotone,1,1.15,8.0,18.75,2016
Pescara,Udinese,2,2.9,3.53,2.35,2016
Sassuolo,Bologna,2,1.94,3.45,4.2,2016
Genoa,Sampdoria,2,2.53,3.16,2.98,2016
Juventus,Milan,1,1.42,4.59,8.25,2016
Bologna,Lazio,2,4.98,3.72,1.73,2016
Cagliari,Inter,2,5.24,3.88,1.67,2016
Crotone,Sassuolo,X,3.06,3.25,2.41,2016
Empoli,Genoa,2,2.8,3.06,2.76,2016
Torino,Palermo,1,1.46,4.43,6.84,2016
Udinese,Juventus,X,8.06,4.14,1.47,2016
Atalanta,Fiorentina,X,2.02,3.48,3.78,2016
Milan,Chievo,1,1.6,4.06,5.75,2016
Sampdoria,Pescara,1,1.64,4.21,5.06,2016
Roma,Napoli,2,2.12,3.59,3.34,2016
Fiorentina,Torino,X,1.83,3.8,4.18,2016
Inter,Roma,2,2.52,3.45,2.81,2016
Chievo,Pescara,1,1.94,3.68,3.86,2016
Crotone,Cagliari,2,2.6,3.2,2.86,2016
Genoa,Bologna,X,2.02,3.29,4.04,2016
Lazio,Udinese,1,1.48,4.31,7.25,2016
Sassuolo,Milan,2,2.75,3.36,2.58,2016
Palermo,Sampdoria,X,3.06,3.27,2.38,2016
Juventus,Empoli,1,1.17,6.88,20.0,2016
Napoli,Atalanta,2,1.59,3.94,6.0,2016
Milan,Fiorentina,1,2.12,3.43,3.51,2016
Roma,Torino,1,1.36,5.03,8.75,2016
Chievo,Napoli,2,7.06,4.23,1.48,2016
Pescara,Genoa,1,3.13,3.54,2.24,2016
Sampdoria,Cagliari,X,1.71,3.78,5.01,2016
Udinese,Sassuolo,2,2.17,3.28,3.53,2016
Bologna,Inter,2,5.56,3.63,1.69,2016
Empoli,Lazio,2,5.41,3.72,1.68,2016
Atalanta,Crotone,1,1.27,5.51,12.5,2016
Juventus,Palermo,1,1.15,7.88,20.13,2016
Lazio,Milan,X,1.63,3.96,5.34,2016
Cagliari,Juventus,2,10.88,5.03,1.32,2016
Sampdoria,Bologna,1,1.98,3.39,3.97,2016
Inter,Empoli,1,1.29,5.36,11.0,2016
Palermo,Atalanta,2,4.88,3.63,1.76,2016
Sassuolo,Chievo,2,1.94,3.44,4.1,2016
Torino,Pescara,1,1.43,4.53,7.69,2016
Crotone,Roma,2,8.63,4.93,1.36,2016
Fiorentina,Udinese,1,1.73,3.71,5.0,2016
Napoli,Genoa,1,1.27,5.89,11.38,2016
Bologna,Milan,2,3.46,3.25,2.2,2016
Crotone,Juventus,2,12.25,5.26,1.27,2016
Roma,Fiorentina,1,1.6,3.99,5.71,2016
Juventus,Inter,1,1.61,3.79,6.35,2016
Palermo,Crotone,1,2.33,3.2,3.28,2016
Atalanta,Cagliari,1,1.4,4.7,8.31,2016
Chievo,Udinese,X,2.77,3.06,2.76,2016
Empoli,Torino,X,3.48,3.39,2.13,2016
Genoa,Sassuolo,2,2.04,3.48,3.68,2016
Pescara,Lazio,2,5.84,4.1,1.57,2016
Milan,Sampdoria,2,1.75,3.73,4.98,2016
Bologna,Napoli,2,6.73,4.14,1.52,2016
Pescara,Fiorentina,2,3.72,3.44,2.04,2016
Napoli,Palermo,X,1.12,9.31,20.25,2016
Cagliari,Bologna,X,2.4,3.26,3.09,2016
Crotone,Empoli,1,2.43,3.1,3.19,2016
Fiorentina,Genoa,X,1.69,3.79,5.16,2016
Sampdoria,Roma,1,4.75,3.85,1.73,2016
Sassuolo,Juventus,2,8.56,4.45,1.42,2016
Udinese,Milan,1,3.26,3.27,2.29,2016
Torino,Atalanta,X,2.38,3.29,3.09,2016
Inter,Pescara,1,1.21,6.41,13.5,2016
Lazio,Chievo,2,1.48,4.13,7.75,2016
Roma,Cagliari,1,1.22,6.81,12.25,2016
Atalanta,Sampdoria,1,1.69,3.74,5.29,2016
Bologna,Torino,1,2.87,3.19,2.58,2016
Empoli,Udinese,1,2.7,3.09,2.84,2016
Genoa,Crotone,X,1.52,4.05,7.13,2016
Palermo,Inter,2,7.0,4.22,1.5,2016
Pescara,Sassuolo,2,2.96,3.44,2.38,2016
Juventus,Lazio,1,1.55,3.95,6.81,2016
Milan,Napoli,2,3.44,3.51,2.12,2016
Chievo,Fiorentina,2,3.75,3.26,2.09,2016
Torino,Milan,X,2.46,3.29,2.96,2016
Fiorentina,Juventus,1,5.1,3.51,1.77,2016
Lazio,Atalanta,1,2.05,3.29,3.84,2016
Napoli,Pescara,1,1.15,7.94,19.75,2016
Sampdoria,Empoli,X,1.76,3.6,5.03,2016
Sassuolo,Palermo,1,1.73,3.65,5.18,2016
Udinese,Roma,2,4.41,3.64,1.83,2016
Cagliari,Genoa,1,2.94,3.29,2.47,2016
Inter,Chievo,1,1.45,4.38,7.69,2016
